0.0, 7.467852801130864
10.0, 7.467852688641813
20.0, 7.467852579567066
30.0, 7.467852477221301
40.0, 7.467852384714993
50.0, 7.467852304859824
60.0, 7.467852240083139
70.0, 7.467852192354065
80.0, 7.467852163123585
90.0, 7.467852153280339
100.0, 7.467852163123585
110.0, 7.467852192354065
120.0, 7.467852240083139
130.0, 7.467852304859824
140.0, 7.467852384714993
150.0, 7.467852477221301
160.0, 7.467852579567066
170.0, 7.467852688641813
180.0, 7.467852801130864
190.0, 7.467852913616129
200.0, 7.467853022679969
210.0, 7.467853125009029
220.0, 7.467853217494843
230.0, 7.467853297328203
240.0, 7.467853362084395
250.0, 7.467853409796762
260.0, 7.46785343901634
270.0, 7.467853448855796
280.0, 7.46785343901634
290.0, 7.467853409796762
300.0, 7.467853362084395
310.0, 7.467853297328203
320.0, 7.467853217494843
330.0, 7.467853125009029
340.0, 7.467853022679969
350.0, 7.467852913616129
360.0, 7.467852801130864
0.0, 7.467852801130864
10.0, 7.467852798923836
20.0, 7.467852796780294
30.0, 7.467852794765854
40.0, 7.467852792942468
50.0, 7.467852791366452
60.0, 7.467852790086668
70.0, 7.4678527891429125
80.0, 7.467852788564606
90.0, 7.467852788369809
100.0, 7.467852788564606
110.0, 7.4678527891429125
120.0, 7.467852790086668
130.0, 7.467852791366452
140.0, 7.467852792942468
150.0, 7.467852794765854
160.0, 7.467852796780294
170.0, 7.467852798923836
180.0, 7.467852801130864
190.0, 7.467852803334148
200.0, 7.467852805466911
210.0, 7.467852807464839
220.0, 7.467852809267969
230.0, 7.467852810822428
240.0, 7.467852812081956
250.0, 7.467852813009199
260.0, 7.467852813576726
270.0, 7.467852813767779
280.0, 7.467852813576726
290.0, 7.467852813009199
300.0, 7.467852812081956
310.0, 7.467852810822428
320.0, 7.467852809267969
330.0, 7.467852807464839
340.0, 7.467852805466911
350.0, 7.467852803334148
360.0, 7.467852801130864
0.0, 7.4678528011308645
10.0, 7.46785283289564
20.0, 7.467852863691549
30.0, 7.467852892583376
